اسم الشركة,نوع الشركة,القطاع,رقم السجل التجاري,العنوان,المدينة,المنطقة,رقم الهاتف,البريد الإلكتروني,خط العرض,خط الطول,رقم الفاتورة,تاريخ الفاتورة,تاريخ الاستحقاق,نوع الفاتورة,المبلغ (ر.ق),الضريبة (5%),المبلغ الإجمالي (ر.ق),حالة الدفع,طريقة الدفع,تقييم مخاطر الفاتورة,فجوة الإيرادات/الضريبة المحتملة (ر.ق)
Tyler-Villa,شركة تضامنية,الخدمات,53285512,"35518 John Fields Suite 235
East Tiffany, OR 96314",الدوحة,المنطقة 36,(773)884-0456,sarahmendoza@example.com,24.909209,51.13969,INV-1081,2025-03-25,2025-06-17,فاتورة مبيعات,3330.66,166.53,3497.19,متأخرة,تحويل بنكي,مرتفع,166.53
Tyler-Villa,شركة تضامنية,الخدمات,53285512,"35518 John Fields Suite 235
East Tiffany, OR 96314",الدوحة,المنطقة 36,(773)884-0456,sarahmendoza@example.com,24.909209,51.13969,INV-1082,2024-05-10,2025-05-23,فاتورة شحن,13491.02,674.55,14165.57,غير مدفوعة,نقداً,متوسط,674.55
Tyler-Villa,شركة تضامنية,الخدمات,53285512,"35518 John Fields Suite 235
East Tiffany, OR 96314",الدوحة,المنطقة 36,(773)884-0456,sarahmendoza@example.com,24.909209,51.13969,INV-1083,2024-11-02,2025-05-13,فاتورة تسويق رقمي,14461.58,723.08,15184.66,متأخرة,تحويل بنكي,مرتفع,723.08
White-Wilson,ذ.م.م,المقاولات,83918997,"491 Anthony Mills
East Joechester, AL 80669",الوكرة,المنطقة 23,529.246.0661,sanchezkim@example.org,25.153422,51.085303,INV-1084,2025-04-09,2025-06-09,فاتورة مياه,21495.26,1074.76,22570.02,غير مدفوعة,بطاقة,متوسط,1074.76
White-Wilson,ذ.م.م,المقاولات,83918997,"491 Anthony Mills
East Joechester, AL 80669",الوكرة,المنطقة 23,529.246.0661,sanchezkim@example.org,25.153422,51.085303,INV-1085,2024-11-24,2025-06-05,فاتورة صيانة,23544.36,1177.22,24721.58,مدفوعة,تحويل بنكي,منخفض,0.0
Pierce Inc,شركة تضامنية,النقل,47809056,"971 Walters Haven
New Jonathanberg, OH 52272",الظعاين,المنطقة 36,9933724213,brittany25@example.net,25.204944,51.389059,INV-1086,2025-02-10,2025-06-22,فاتورة مشتريات,42568.95,2128.45,44697.4,مدفوعة,بطاقة,منخفض,0.0
Pierce Inc,شركة تضامنية,النقل,47809056,"971 Walters Haven
New Jonathanberg, OH 52272",الظعاين,المنطقة 36,9933724213,brittany25@example.net,25.204944,51.389059,INV-1087,2024-12-08,2025-05-29,فاتورة استشارة,44030.09,2201.5,46231.59,غير مدفوعة,بطاقة,متوسط,2201.5
Pierce Inc,شركة تضامنية,النقل,47809056,"971 Walters Haven
New Jonathanberg, OH 52272",الظعاين,المنطقة 36,9933724213,brittany25@example.net,25.204944,51.389059,INV-1088,2024-06-17,2025-06-09,فاتورة استشارة,29977.52,1498.88,31476.4,غير مدفوعة,تحويل بنكي,متوسط,1498.88
Pierce Inc,شركة تضامنية,النقل,47809056,"971 Walters Haven
New Jonathanberg, OH 52272",الظعاين,المنطقة 36,9933724213,brittany25@example.net,25.204944,51.389059,INV-1089,2025-03-25,2025-05-14,فاتورة أجور,36653.25,1832.66,38485.91,غير مدفوعة,شيك,متوسط,1832.66
Pierce Inc,شركة تضامنية,النقل,47809056,"971 Walters Haven
New Jonathanberg, OH 52272",الظعاين,المنطقة 36,9933724213,brittany25@example.net,25.204944,51.389059,INV-1090,2024-07-27,2025-06-03,فاتورة اتصالات,22687.86,1134.39,23822.25,متأخرة,بطاقة,مرتفع,1134.39
Pierce Inc,شركة تضامنية,النقل,47809056,"971 Walters Haven
New Jonathanberg, OH 52272",الظعاين,المنطقة 36,9933724213,brittany25@example.net,25.204944,51.389059,INV-1091,2024-12-24,2025-06-11,فاتورة تأجير,42605.83,2130.29,44736.12,متأخرة,تحويل بنكي,مرتفع,2130.29
Pierce Inc,شركة تضامنية,النقل,47809056,"971 Walters Haven
New Jonathanberg, OH 52272",الظعاين,المنطقة 36,9933724213,brittany25@example.net,25.204944,51.389059,INV-1092,2024-12-25,2025-06-30,فاتورة ضريبة,17497.41,874.87,18372.28,مدفوعة,بطاقة,منخفض,0.0
Pierce Inc,شركة تضامنية,النقل,47809056,"971 Walters Haven
New Jonathanberg, OH 52272",الظعاين,المنطقة 36,9933724213,brittany25@example.net,25.204944,51.389059,INV-1093,2024-05-15,2025-06-12,فاتورة خدمات,39628.97,1981.45,41610.42,غير مدفوعة,بطاقة,متوسط,1981.45
Harrison-Shaw,ذ.م.م,المقاولات,38757605,"USCGC Johnson
FPO AP 76336",الخور,المنطقة 36,548-514-4246x3178,bairdtheresa@example.net,25.378123,51.475539,INV-1094,2025-04-01,2025-06-06,فاتورة مبيعات,11772.23,588.61,12360.84,غير مدفوعة,تحويل بنكي,متوسط,588.61
Harrison-Shaw,ذ.م.م,المقاولات,38757605,"USCGC Johnson
FPO AP 76336",الخور,المنطقة 36,548-514-4246x3178,bairdtheresa@example.net,25.378123,51.475539,INV-1095,2024-08-17,2025-05-09,فاتورة صيانة,1113.89,55.69,1169.58,غير مدفوعة,نقداً,متوسط,55.69
Harrison-Shaw,ذ.م.م,المقاولات,38757605,"USCGC Johnson
FPO AP 76336",الخور,المنطقة 36,548-514-4246x3178,bairdtheresa@example.net,25.378123,51.475539,INV-1096,2024-05-25,2025-07-04,فاتورة تسويق رقمي,45848.69,2292.43,48141.12,غير مدفوعة,تحويل بنكي,متوسط,2292.43
Harrison-Shaw,ذ.م.م,المقاولات,38757605,"USCGC Johnson
FPO AP 76336",الخور,المنطقة 36,548-514-4246x3178,bairdtheresa@example.net,25.378123,51.475539,INV-1097,2024-10-17,2025-07-01,فاتورة مشتريات,42187.83,2109.39,44297.22,غير مدفوعة,شيك,متوسط,2109.39
Harrison-Shaw,ذ.م.م,المقاولات,38757605,"USCGC Johnson
FPO AP 76336",الخور,المنطقة 36,548-514-4246x3178,bairdtheresa@example.net,25.378123,51.475539,INV-1098,2024-09-26,2025-05-29,فاتورة اشتراك سنوي,23016.9,1150.85,24167.75,مدفوعة,بطاقة,منخفض,0.0
Harrison-Shaw,ذ.م.م,المقاولات,38757605,"USCGC Johnson
FPO AP 76336",الخور,المنطقة 36,548-514-4246x3178,bairdtheresa@example.net,25.378123,51.475539,INV-1099,2024-12-05,2025-05-22,فاتورة مبيعات,9476.96,473.85,9950.81,مدفوعة,شيك,منخفض,0.0
Harrison-Shaw,ذ.م.م,المقاولات,38757605,"USCGC Johnson
FPO AP 76336",الخور,المنطقة 36,548-514-4246x3178,bairdtheresa@example.net,25.378123,51.475539,INV-1100,2024-08-02,2025-05-26,فاتورة صيانة,35807.75,1790.39,37598.14,مدفوعة,بطاقة,منخفض,0.0
Harrison-Shaw,ذ.م.م,المقاولات,38757605,"USCGC Johnson
FPO AP 76336",الخور,المنطقة 36,548-514-4246x3178,bairdtheresa@example.net,25.378123,51.475539,INV-1101,2024-10-17,2025-06-18,فاتورة تأجير,45582.09,2279.1,47861.19,متأخرة,شيك,مرتفع,2279.1
Harrison-Shaw,ذ.م.م,المقاولات,38757605,"USCGC Johnson
FPO AP 76336",الخور,المنطقة 36,548-514-4246x3178,bairdtheresa@example.net,25.378123,51.475539,INV-1102,2024-09-30,2025-06-14,فاتورة تدريب,16606.82,830.34,17437.16,متأخرة,تحويل بنكي,مرتفع,830.34
Elliott Group,ذ.م.م,الخدمات,29473307,"5306 Kelly Parkways Suite 635
South Matthewton, DC 58034",الريان,المنطقة 91,+1-518-869-3199x25469,ibarrajeffrey@example.net,25.378498,51.783869,INV-1103,2024-07-01,2025-06-11,فاتورة كهرباء,35837.74,1791.89,37629.63,غير مدفوعة,شيك,متوسط,1791.89
Elliott Group,ذ.م.م,الخدمات,29473307,"5306 Kelly Parkways Suite 635
South Matthewton, DC 58034",الريان,المنطقة 91,+1-518-869-3199x25469,ibarrajeffrey@example.net,25.378498,51.783869,INV-1104,2024-05-25,2025-06-10,فاتورة تسويق رقمي,39871.25,1993.56,41864.81,متأخرة,بطاقة,مرتفع,1993.56
Elliott Group,ذ.م.م,الخدمات,29473307,"5306 Kelly Parkways Suite 635
South Matthewton, DC 58034",الريان,المنطقة 91,+1-518-869-3199x25469,ibarrajeffrey@example.net,25.378498,51.783869,INV-1105,2024-08-02,2025-05-30,فاتورة كهرباء,22101.23,1105.06,23206.29,متأخرة,بطاقة,مرتفع,1105.06
Flores Group,فردية,الصناعة,18710046,"3798 Jackson Wall
Lake Loganton, WA 79797",الريان,المنطقة 75,001-737-226-7767x121,rodrigueznicole@example.org,25.612952,51.421933,INV-1106,2024-05-25,2025-06-29,فاتورة تأجير,16487.25,824.36,17311.61,غير مدفوعة,شيك,متوسط,824.36
Lopez-Oliver,مساهمة,الصناعة,15405366,"920 Baker Dale Apt. 522
New Jessica, FM 30752",الدوحة,المنطقة 68,(698)963-7546,reedjoan@example.org,25.255567,51.492779,INV-1107,2024-06-14,2025-07-06,فاتورة تصميم,3259.14,162.96,3422.1,متأخرة,نقداً,مرتفع,162.96
Lopez-Oliver,مساهمة,الصناعة,15405366,"920 Baker Dale Apt. 522
New Jessica, FM 30752",الدوحة,المنطقة 68,(698)963-7546,reedjoan@example.org,25.255567,51.492779,INV-1108,2024-08-24,2025-06-26,فاتورة صيانة,5432.46,271.62,5704.08,غير مدفوعة,تحويل بنكي,متوسط,271.62
Lopez-Oliver,مساهمة,الصناعة,15405366,"920 Baker Dale Apt. 522
New Jessica, FM 30752",الدوحة,المنطقة 68,(698)963-7546,reedjoan@example.org,25.255567,51.492779,INV-1109,2024-08-23,2025-05-29,فاتورة استشارة,15268.97,763.45,16032.42,غير مدفوعة,تحويل بنكي,متوسط,763.45
Lopez-Oliver,مساهمة,الصناعة,15405366,"920 Baker Dale Apt. 522
New Jessica, FM 30752",الدوحة,المنطقة 68,(698)963-7546,reedjoan@example.org,25.255567,51.492779,INV-1110,2024-10-21,2025-06-11,فاتورة تأجير,44365.9,2218.3,46584.2,غير مدفوعة,بطاقة,متوسط,2218.3
"Mcfarland, Cantu and Banks",مساهمة,النقل,58036186,"0661 Matthews Run
South Jesseland, SD 43080",الريان,المنطقة 36,271-923-7617x10836,jasminesalazar@example.net,25.379505,51.054327,INV-1111,2024-11-09,2025-06-03,فاتورة مشتريات,12430.41,621.52,13051.93,غير مدفوعة,بطاقة,متوسط,621.52
"Mcfarland, Cantu and Banks",مساهمة,النقل,58036186,"0661 Matthews Run
South Jesseland, SD 43080",الريان,المنطقة 36,271-923-7617x10836,jasminesalazar@example.net,25.379505,51.054327,INV-1112,2024-11-15,2025-06-28,فاتورة تطوير ويب,36931.91,1846.6,38778.51,مدفوعة,شيك,منخفض,0.0
"Mcfarland, Cantu and Banks",مساهمة,النقل,58036186,"0661 Matthews Run
South Jesseland, SD 43080",الريان,المنطقة 36,271-923-7617x10836,jasminesalazar@example.net,25.379505,51.054327,INV-1113,2024-11-03,2025-05-19,فاتورة اشتراك سنوي,24902.67,1245.13,26147.8,مدفوعة,بطاقة,منخفض,0.0
"Mcfarland, Cantu and Banks",مساهمة,النقل,58036186,"0661 Matthews Run
South Jesseland, SD 43080",الريان,المنطقة 36,271-923-7617x10836,jasminesalazar@example.net,25.379505,51.054327,INV-1114,2024-06-26,2025-05-23,فاتورة رسوم حكومية,11736.73,586.84,12323.57,مدفوعة,بطاقة,منخفض,0.0
"Mcfarland, Cantu and Banks",مساهمة,النقل,58036186,"0661 Matthews Run
South Jesseland, SD 43080",الريان,المنطقة 36,271-923-7617x10836,jasminesalazar@example.net,25.379505,51.054327,INV-1115,2024-05-30,2025-06-27,فاتورة تصميم,48386.26,2419.31,50805.57,مدفوعة,بطاقة,منخفض,0.0
"Mcfarland, Cantu and Banks",مساهمة,النقل,58036186,"0661 Matthews Run
South Jesseland, SD 43080",الريان,المنطقة 36,271-923-7617x10836,jasminesalazar@example.net,25.379505,51.054327,INV-1116,2024-12-03,2025-06-23,فاتورة صيانة,18389.0,919.45,19308.45,غير مدفوعة,شيك,متوسط,919.45
"Mcfarland, Cantu and Banks",مساهمة,النقل,58036186,"0661 Matthews Run
South Jesseland, SD 43080",الريان,المنطقة 36,271-923-7617x10836,jasminesalazar@example.net,25.379505,51.054327,INV-1117,2025-01-31,2025-06-18,فاتورة برمجيات,16899.1,844.95,17744.05,غير مدفوعة,تحويل بنكي,متوسط,844.95
Jacobs LLC,فردية,التجارة,76710728,"PSC 9184, Box 9343
APO AP 17914",الدوحة,المنطقة 68,(604)297-1566x33338,jeffrey73@example.com,24.854847,51.449324,INV-1118,2025-03-16,2025-05-20,فاتورة تصميم,18551.4,927.57,19478.97,غير مدفوعة,شيك,متوسط,927.57
Jacobs LLC,فردية,التجارة,76710728,"PSC 9184, Box 9343
APO AP 17914",الدوحة,المنطقة 68,(604)297-1566x33338,jeffrey73@example.com,24.854847,51.449324,INV-1119,2024-11-20,2025-06-09,فاتورة تسويق رقمي,2550.05,127.5,2677.55,غير مدفوعة,تحويل بنكي,متوسط,127.5
Jacobs LLC,فردية,التجارة,76710728,"PSC 9184, Box 9343
APO AP 17914",الدوحة,المنطقة 68,(604)297-1566x33338,jeffrey73@example.com,24.854847,51.449324,INV-1120,2025-02-13,2025-06-09,فاتورة اشتراك سنوي,44179.42,2208.97,46388.39,متأخرة,نقداً,مرتفع,2208.97
Jacobs LLC,فردية,التجارة,76710728,"PSC 9184, Box 9343
APO AP 17914",الدوحة,المنطقة 68,(604)297-1566x33338,jeffrey73@example.com,24.854847,51.449324,INV-1121,2024-10-09,2025-06-02,فاتورة مبيعات,21879.28,1093.96,22973.24,مدفوعة,بطاقة,منخفض,0.0
Jacobs LLC,فردية,التجارة,76710728,"PSC 9184, Box 9343
APO AP 17914",الدوحة,المنطقة 68,(604)297-1566x33338,jeffrey73@example.com,24.854847,51.449324,INV-1122,2024-11-05,2025-06-02,فاتورة أجور,34336.39,1716.82,36053.21,متأخرة,شيك,مرتفع,1716.82
Jacobs LLC,فردية,التجارة,76710728,"PSC 9184, Box 9343
APO AP 17914",الدوحة,المنطقة 68,(604)297-1566x33338,jeffrey73@example.com,24.854847,51.449324,INV-1123,2024-08-01,2025-05-09,فاتورة مياه,1022.52,51.13,1073.65,متأخرة,بطاقة,مرتفع,51.13
Jacobs LLC,فردية,التجارة,76710728,"PSC 9184, Box 9343
APO AP 17914",الدوحة,المنطقة 68,(604)297-1566x33338,jeffrey73@example.com,24.854847,51.449324,INV-1124,2025-03-20,2025-06-03,فاتورة كهرباء,31506.24,1575.31,33081.55,غير مدفوعة,بطاقة,متوسط,1575.31
Jacobs LLC,فردية,التجارة,76710728,"PSC 9184, Box 9343
APO AP 17914",الدوحة,المنطقة 68,(604)297-1566x33338,jeffrey73@example.com,24.854847,51.449324,INV-1125,2024-10-03,2025-05-21,فاتورة تسويق رقمي,11834.44,591.72,12426.16,متأخرة,شيك,مرتفع,591.72
Jacobs LLC,فردية,التجارة,76710728,"PSC 9184, Box 9343
APO AP 17914",الدوحة,المنطقة 68,(604)297-1566x33338,jeffrey73@example.com,24.854847,51.449324,INV-1126,2024-07-13,2025-05-13,فاتورة شحن,34792.29,1739.61,36531.9,مدفوعة,بطاقة,منخفض,0.0
Buck Inc,شركة تضامنية,الخدمات,22842147,"5807 Lynn Expressway
North Tammy, TX 49100",أم صلال,المنطقة 36,427-941-5564x206,kathy82@example.org,25.247524,50.874276,INV-1127,2024-10-11,2025-07-02,فاتورة كهرباء,44317.39,2215.87,46533.26,غير مدفوعة,بطاقة,متوسط,2215.87
Buck Inc,شركة تضامنية,الخدمات,22842147,"5807 Lynn Expressway
North Tammy, TX 49100",أم صلال,المنطقة 36,427-941-5564x206,kathy82@example.org,25.247524,50.874276,INV-1128,2024-12-30,2025-05-11,فاتورة خدمات,2708.87,135.44,2844.31,غير مدفوعة,شيك,متوسط,135.44
Buck Inc,شركة تضامنية,الخدمات,22842147,"5807 Lynn Expressway
North Tammy, TX 49100",أم صلال,المنطقة 36,427-941-5564x206,kathy82@example.org,25.247524,50.874276,INV-1129,2025-01-21,2025-05-16,فاتورة مبيعات,34702.77,1735.14,36437.91,مدفوعة,نقداً,منخفض,0.0
Buck Inc,شركة تضامنية,الخدمات,22842147,"5807 Lynn Expressway
North Tammy, TX 49100",أم صلال,المنطقة 36,427-941-5564x206,kathy82@example.org,25.247524,50.874276,INV-1130,2024-05-31,2025-06-28,فاتورة استشارة,46206.86,2310.34,48517.2,غير مدفوعة,بطاقة,متوسط,2310.34
Buck Inc,شركة تضامنية,الخدمات,22842147,"5807 Lynn Expressway
North Tammy, TX 49100",أم صلال,المنطقة 36,427-941-5564x206,kathy82@example.org,25.247524,50.874276,INV-1131,2025-03-13,2025-06-27,فاتورة تسويق رقمي,28796.48,1439.82,30236.3,غير مدفوعة,تحويل بنكي,متوسط,1439.82
Buck Inc,شركة تضامنية,الخدمات,22842147,"5807 Lynn Expressway
North Tammy, TX 49100",أم صلال,المنطقة 36,427-941-5564x206,kathy82@example.org,25.247524,50.874276,INV-1132,2024-05-31,2025-06-22,فاتورة شحن,11301.65,565.08,11866.73,غير مدفوعة,بطاقة,متوسط,565.08
Buck Inc,شركة تضامنية,الخدمات,22842147,"5807 Lynn Expressway
North Tammy, TX 49100",أم صلال,المنطقة 36,427-941-5564x206,kathy82@example.org,25.247524,50.874276,INV-1133,2024-06-05,2025-06-30,فاتورة كهرباء,8098.31,404.92,8503.23,متأخرة,بطاقة,مرتفع,404.92
Buck Inc,شركة تضامنية,الخدمات,22842147,"5807 Lynn Expressway
North Tammy, TX 49100",أم صلال,المنطقة 36,427-941-5564x206,kathy82@example.org,25.247524,50.874276,INV-1134,2025-01-15,2025-05-14,فاتورة تأجير,34762.82,1738.14,36500.96,مدفوعة,نقداً,منخفض,0.0
Hodge Inc,ذ.م.م,النقل,79883494,"2553 Dawn Common
Jonesview, LA 30127",الوكرة,المنطقة 23,+1-369-449-6659,ygraham@example.net,24.606973,50.763791,INV-1135,2024-06-07,2025-05-09,فاتورة تدريب,20668.84,1033.44,21702.28,مدفوعة,شيك,منخفض,0.0
Hodge Inc,ذ.م.م,النقل,79883494,"2553 Dawn Common
Jonesview, LA 30127",الوكرة,المنطقة 23,+1-369-449-6659,ygraham@example.net,24.606973,50.763791,INV-1136,2024-07-12,2025-05-16,فاتورة شحن,18880.45,944.02,19824.47,مدفوعة,بطاقة,منخفض,0.0
Hodge Inc,ذ.م.م,النقل,79883494,"2553 Dawn Common
Jonesview, LA 30127",الوكرة,المنطقة 23,+1-369-449-6659,ygraham@example.net,24.606973,50.763791,INV-1137,2024-06-23,2025-07-02,فاتورة كهرباء,22493.12,1124.66,23617.78,مدفوعة,نقداً,منخفض,0.0
Hodge Inc,ذ.م.م,النقل,79883494,"2553 Dawn Common
Jonesview, LA 30127",الوكرة,المنطقة 23,+1-369-449-6659,ygraham@example.net,24.606973,50.763791,INV-1138,2025-01-25,2025-06-10,فاتورة ضريبة,22772.32,1138.62,23910.94,مدفوعة,شيك,منخفض,0.0
